Id;Pclass1;Pclass2;Pclass3;SexM;SexF;age_c;age_y;age_m;age_o;sibsp_is;parch_is;embarked_C;embarked_S;embarked_Q;Survived
545;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0
546;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0
547;0;1;0;0;1;0;1;0;0;1;0;0;1;0;1
549;0;0;1;1;0;0;0;1;0;1;1;0;1;0;0
550;0;1;0;1;0;1;0;0;0;1;1;0;1;0;1
551;1;0;0;1;0;0;1;0;0;0;1;1;0;0;1
552;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0
554;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1
555;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1
556;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0
557;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1
559;1;0;0;0;1;0;0;1;0;1;1;0;1;0;1
560;0;0;1;0;1;0;0;1;0;1;0;0;1;0;1
562;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
563;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0
566;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0
567;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
568;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0
570;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1
571;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
572;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1
573;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1
575;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
576;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
577;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1
578;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1
580;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1
581;0;1;0;0;1;0;1;0;0;1;1;0;1;0;1
582;1;0;0;0;1;0;0;1;0;1;1;1;0;0;1
583;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0
584;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0
586;1;0;0;0;1;0;1;0;0;0;1;0;1;0;1
587;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0
588;1;0;0;1;0;0;0;0;1;1;1;1;0;0;1
589;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
591;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
592;1;0;0;0;1;0;0;0;1;1;0;1;0;0;1
593;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
595;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0
596;0;0;1;1;0;0;0;1;0;1;1;0;1;0;0
598;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
600;1;0;0;1;0;0;0;1;0;1;0;1;0;0;1
601;0;1;0;0;1;0;1;0;0;1;1;0;1;0;1
604;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
605;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
606;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0
607;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
608;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1
609;0;1;0;0;1;0;1;0;0;1;1;1;0;0;1
610;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1
611;0;0;1;0;1;0;0;1;0;1;1;0;1;0;0
615;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
616;0;1;0;0;1;0;1;0;0;1;1;0;1;0;1
617;0;0;1;1;0;0;0;1;0;1;1;0;1;0;0
618;0;0;1;0;1;0;1;0;0;1;0;0;1;0;0
619;0;1;0;0;1;1;0;0;0;1;1;0;1;0;1
620;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0
621;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0
622;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1
623;0;0;1;1;0;0;1;0;0;1;1;1;0;0;1
624;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
625;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
626;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0
627;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0
628;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1
629;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
631;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1
632;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0
633;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
635;0;0;1;0;1;1;0;0;0;1;1;0;1;0;0
636;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1
637;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
638;0;1;0;1;0;0;0;1;0;1;1;0;1;0;0
639;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0
641;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
642;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1
643;0;0;1;0;1;1;0;0;0;1;1;0;1;0;0
645;0;0;1;0;1;1;0;0;0;1;1;1;0;0;1
646;1;0;0;1;0;0;0;1;0;1;0;1;0;0;1
647;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
648;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
650;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1
652;0;1;0;0;1;0;1;0;0;0;1;0;1;0;1
653;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
655;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0
656;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0
658;0;0;1;0;1;0;0;1;0;1;1;0;0;1;0
659;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0
660;1;0;0;1;0;0;0;0;1;0;1;1;0;0;0
661;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1
662;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0
663;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0
664;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
665;0;0;1;1;0;0;1;0;0;1;0;0;1;0;1
666;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0
667;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0
669;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
671;0;1;0;0;1;0;0;1;0;1;1;0;1;0;1
672;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0
673;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0
674;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1
676;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
677;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
678;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1
679;0;0;1;0;1;0;0;1;0;1;1;0;1;0;0
680;1;0;0;1;0;0;0;1;0;0;1;1;0;0;1
682;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1
683;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
684;0;0;1;1;0;1;0;0;0;1;1;0;1;0;0
685;0;1;0;1;0;0;0;0;1;1;1;0;1;0;0
686;0;1;0;1;0;0;1;0;0;1;1;1;0;0;0
687;0;0;1;1;0;1;0;0;0;1;1;0;1;0;0
688;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
689;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
690;1;0;0;0;1;1;0;0;0;0;1;0;1;0;1
691;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1
692;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1
694;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0
695;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0
696;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0
697;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
699;1;0;0;1;0;0;0;1;0;1;1;1;0;0;0
700;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
701;1;0;0;0;1;0;1;0;0;1;0;1;0;0;1
702;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1
703;0;0;1;0;1;0;1;0;0;0;1;1;0;0;0
704;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
705;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0
706;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0
707;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1
708;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1
709;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1
711;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1
713;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1
714;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
715;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0
716;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
717;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1
718;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1
720;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
721;0;1;0;0;1;1;0;0;0;0;1;0;1;0;1
722;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0
723;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0
724;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0
725;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1
726;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
727;0;1;0;0;1;0;0;1;0;1;0;0;1;0;1
729;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0
730;0;0;1;0;1;0;1;0;0;1;0;0;1;0;0
731;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1
732;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0
734;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0
735;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0
736;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
737;0;0;1;0;1;0;0;1;0;1;1;0;1;0;0
738;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
742;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0
743;1;0;0;0;1;0;1;0;0;1;1;1;0;0;1
744;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0
745;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1
746;1;0;0;1;0;0;0;0;1;1;1;0;1;0;0
747;0;0;1;1;0;0;1;0;0;1;1;0;1;0;0
748;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1
749;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0
750;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0
751;0;1;0;0;1;1;0;0;0;1;1;0;1;0;1
752;0;0;1;1;0;1;0;0;0;0;1;0;1;0;1
753;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
754;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
755;0;1;0;0;1;0;0;1;0;1;1;0;1;0;1
756;0;1;0;1;0;1;0;0;0;1;1;0;1;0;1
757;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
758;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0
759;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
760;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1
762;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
763;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1
764;1;0;0;0;1;0;0;1;0;1;1;0;1;0;1
765;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
766;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1
768;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0
770;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
771;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
772;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
773;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0
775;0;1;0;0;1;0;0;0;1;1;1;0;1;0;1
776;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
778;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1
780;1;0;0;0;1;0;0;1;0;0;1;0;1;0;1
781;0;0;1;0;1;1;0;0;0;0;0;1;0;0;1
782;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1
783;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0
785;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
786;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
787;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1
788;0;0;1;1;0;1;0;0;0;1;1;0;0;1;0
789;0;0;1;1;0;1;0;0;0;1;1;0;1;0;1
790;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0
792;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0
795;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
796;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0
797;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1
798;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1
799;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0
800;0;0;1;0;1;0;0;1;0;1;1;0;1;0;0
801;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0
802;0;1;0;0;1;0;0;1;0;1;1;0;1;0;1
803;1;0;0;1;0;1;0;0;0;1;1;0;1;0;1
804;0;0;1;1;0;1;0;0;0;0;1;1;0;0;1
805;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1
806;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
807;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0
808;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0
809;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0
810;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1
811;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
812;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
813;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0
814;0;0;1;0;1;1;0;0;0;1;1;0;1;0;0
815;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
817;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0
818;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0
819;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
820;0;0;1;1;0;1;0;0;0;1;1;0;1;0;0
821;1;0;0;0;1;0;0;0;1;1;1;0;1;0;1
822;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1
823;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0
824;0;0;1;0;1;0;1;0;0;0;1;0;1;0;1
825;0;0;1;1;0;1;0;0;0;1;1;0;1;0;0
828;0;1;0;1;0;1;0;0;0;0;1;1;0;0;1
830;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1
831;0;0;1;0;1;1;0;0;0;1;0;1;0;0;1
832;0;1;0;1;0;1;0;0;0;1;1;0;1;0;1
834;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
835;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
836;1;0;0;0;1;0;0;1;0;1;1;1;0;0;1
837;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
839;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1
841;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
842;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0
843;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1
844;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0
845;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
846;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
848;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0
849;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0
851;0;0;1;1;0;1;0;0;0;1;1;0;1;0;0
852;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0
853;0;0;1;0;1;1;0;0;0;1;1;1;0;0;0
854;1;0;0;0;1;0;1;0;0;0;1;0;1;0;1
855;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0
856;0;0;1;0;1;0;1;0;0;0;1;0;1;0;1
857;1;0;0;0;1;0;0;1;0;1;1;0;1;0;1
858;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1
859;0;0;1;0;1;0;1;0;0;0;1;1;0;0;1
861;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0
862;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0
863;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1
865;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0
866;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1
867;0;1;0;0;1;0;1;0;0;1;0;1;0;0;1
868;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0
870;0;0;1;1;0;1;0;0;0;1;1;0;1;0;1
871;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
872;1;0;0;0;1;0;0;1;0;1;1;0;1;0;1
873;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0
874;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
875;0;1;0;0;1;0;1;0;0;1;0;1;0;0;1
876;0;0;1;0;1;1;0;0;0;0;0;1;0;0;1
877;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
878;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
880;1;0;0;0;1;0;0;0;1;0;1;1;0;0;1
881;0;1;0;0;1;0;1;0;0;0;1;0;1;0;1
882;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0
883;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0
884;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0
885;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0
886;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0
887;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0
888;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1
890;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1
891;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0
